,index,metric,country,value
1512,1568,electricity_and_heat_fuel_perc,Bulgaria,72.424304
1513,1569,electricity_and_heat_fuel_perc,Burkina Faso,
1514,1570,electricity_and_heat_fuel_perc,Burundi,
1515,1571,electricity_and_heat_fuel_perc,Cambodia,17.3553719
1516,1572,electricity_and_heat_fuel_perc,Cameroon,30.37475345
1517,1573,electricity_and_heat_fuel_perc,Canada,36.20814583
1518,1574,electricity_and_heat_fuel_perc,Cape Verde,
1519,1575,electricity_and_heat_fuel_perc,Cayman Islands,
1520,1576,electricity_and_heat_fuel_perc,Central African Republic,
1521,1577,electricity_and_heat_fuel_perc,Chad,
1522,1579,electricity_and_heat_fuel_perc,Chile,43.12084993
1523,1580,electricity_and_heat_fuel_perc,China,51.94345408
1524,1581,electricity_and_heat_fuel_perc,Colombia,20.69123719
1525,1582,electricity_and_heat_fuel_perc,Comoros,
1526,1583,electricity_and_heat_fuel_perc,Dem. Rep. Congo,1.298701299
1527,1584,electricity_and_heat_fuel_perc,"Congo, Rep.",14.77832512
1528,1585,electricity_and_heat_fuel_perc,Costa Rica,9.911242604
1529,1586,electricity_and_heat_fuel_perc,Cote d'Ivoire,47.78156997
1530,1587,electricity_and_heat_fuel_perc,Croatia,34.93642897
1531,1588,electricity_and_heat_fuel_perc,Cuba,61.34574087
1532,1590,electricity_and_heat_fuel_perc,Cyprus,52.14285714
1533,1591,electricity_and_heat_fuel_perc,Czech Republic,61.23539534
1534,1592,electricity_and_heat_fuel_perc,Denmark,47.74881517
1535,1593,electricity_and_heat_fuel_perc,Djibouti,
1536,1594,electricity_and_heat_fuel_perc,Dominica,
1537,1595,electricity_and_heat_fuel_perc,Dominican Republic,49.66303784
1538,1596,electricity_and_heat_fuel_perc,Ecuador,33.7755985
1539,1597,electricity_and_heat_fuel_perc,Egypt,44.56855015
1540,1598,electricity_and_heat_fuel_perc,El Salvador,24.45923461
1541,1599,electricity_and_heat_fuel_perc,Equatorial Guinea,
1542,1600,electricity_and_heat_fuel_perc,Eritrea,56.8627451
1543,1601,electricity_and_heat_fuel_perc,Estonia,78.37380011
1544,1602,electricity_and_heat_fuel_perc,Ethiopia,0.58224163
1545,1603,electricity_and_heat_fuel_perc,Faroe Islands,
1546,1604,electricity_and_heat_fuel_perc,Fiji,
1547,1605,electricity_and_heat_fuel_perc,Finland,54.28202289
1548,1606,electricity_and_heat_fuel_perc,France,18.32179095
1549,1607,electricity_and_heat_fuel_perc,French Polynesia,
1550,1608,electricity_and_heat_fuel_perc,Gabon,38.05668016
1551,1609,electricity_and_heat_fuel_perc,Gambia,
1552,1610,electricity_and_heat_fuel_perc,Georgia,20.33613445
1553,1611,electricity_and_heat_fuel_perc,Germany,48.46255862
1554,1612,electricity_and_heat_fuel_perc,Ghana,24.21441774
1555,1613,electricity_and_heat_fuel_perc,Greece,55.10526956
1556,1614,electricity_and_heat_fuel_perc,Greenland,
1557,1615,electricity_and_heat_fuel_perc,Grenada,
1558,1616,electricity_and_heat_fuel_perc,Guam,
1559,1617,electricity_and_heat_fuel_perc,Guatemala,24.90458015
1560,1618,electricity_and_heat_fuel_perc,Guinea,
1561,1619,electricity_and_heat_fuel_perc,Guinea-Bissau,
1562,1620,electricity_and_heat_fuel_perc,Guyana,
1563,1621,electricity_and_heat_fuel_perc,Haiti,13.08411215
1564,1622,electricity_and_heat_fuel_perc,Honduras,34.60620525
1565,1623,electricity_and_heat_fuel_perc,Hong Kong,66.84925504
1566,1624,electricity_and_heat_fuel_perc,Hungary,37.15906611
1567,1625,electricity_and_heat_fuel_perc,Iceland,0
1568,1626,electricity_and_heat_fuel_perc,India,52.34741643
1569,1627,electricity_and_heat_fuel_perc,Indonesia,43.18752241
1570,1628,electricity_and_heat_fuel_perc,Iran,33.5867366
1571,1629,electricity_and_heat_fuel_perc,Iraq,51.97309417
1572,1630,electricity_and_heat_fuel_perc,Ireland,34.32708688
1573,1631,electricity_and_heat_fuel_perc,Isle of Man,
1574,1632,electricity_and_heat_fuel_perc,Israel,68.22222222
1575,1633,electricity_and_heat_fuel_perc,Italy,39.56315735
1576,1634,electricity_and_heat_fuel_perc,Jamaica,40.08207934
1577,1635,electricity_and_heat_fuel_perc,Japan,48.71422629
1578,1636,electricity_and_heat_fuel_perc,Jordan,50.57701957
1579,1637,electricity_and_heat_fuel_perc,Kazakhstan,53.89463822
1580,1638,electricity_and_heat_fuel_perc,Kenya,22.50661959
1581,1639,electricity_and_heat_fuel_perc,Kiribati,
1582,1640,electricity_and_heat_fuel_perc,Dem. Rep. Korea,16.22911695
1583,1641,electricity_and_heat_fuel_perc,Korea,60.41041914
1584,1642,electricity_and_heat_fuel_perc,Kosovo,76.33410673
1585,1643,electricity_and_heat_fuel_perc,Kuwait,72.90132548
1586,1644,electricity_and_heat_fuel_perc,Kyrgyzstan,24.54923717
1587,1645,electricity_and_heat_fuel_perc,Lao PDR,
1588,1646,electricity_and_heat_fuel_perc,Latvia,29.70027248
1589,1647,electricity_and_heat_fuel_perc,Lebanon,63.18918919
1590,1648,electricity_and_heat_fuel_perc,Lesotho,
1591,1649,electricity_and_heat_fuel_perc,Liberia,
1592,1650,electricity_and_heat_fuel_perc,Libya,53.44626168
1593,1651,electricity_and_heat_fuel_perc,Liechtenstein,
1594,1652,electricity_and_heat_fuel_perc,Lithuania,39.91189427
1595,1653,electricity_and_heat_fuel_perc,Luxembourg,10.37107517
1596,1654,electricity_and_heat_fuel_perc,Macao,
1597,1655,electricity_and_heat_fuel_perc,Macedonia,65.92119276
1598,1656,electricity_and_heat_fuel_perc,Madagascar,
1599,1657,electricity_and_heat_fuel_perc,Malawi,
1600,1658,electricity_and_heat_fuel_perc,Malaysia,58.16879903
1601,1659,electricity_and_heat_fuel_perc,Maldives,
1602,1660,electricity_and_heat_fuel_perc,Mali,
1603,1661,electricity_and_heat_fuel_perc,Malta,73.12252964
1604,1662,electricity_and_heat_fuel_perc,Marshall Islands,
1605,1663,electricity_and_heat_fuel_perc,Mauritania,
1606,1664,electricity_and_heat_fuel_perc,Mauritius,60.43956044
1607,1665,electricity_and_heat_fuel_perc,Mexico,44.6901415
1608,1666,electricity_and_heat_fuel_perc,Micronesia,
1609,1667,electricity_and_heat_fuel_perc,Moldova,45.01278772
1610,1668,electricity_and_heat_fuel_perc,Monaco,
1611,1669,electricity_and_heat_fuel_perc,Mongolia,59.91019885
1612,1670,electricity_and_heat_fuel_perc,Montenegro,69.68503937
1613,1671,electricity_and_heat_fuel_perc,Morocco,39.50937375
1614,1672,electricity_and_heat_fuel_perc,Mozambique,4.964539007
1615,1673,electricity_and_heat_fuel_perc,Myanmar,31.85185185
1616,1674,electricity_and_heat_fuel_perc,Namibia,0.641025641
1617,1675,electricity_and_heat_fuel_perc,Nepal,0
1618,1676,electricity_and_heat_fuel_perc,Netherlands,42.32460333
1619,1677,electricity_and_heat_fuel_perc,New Caledonia,
1620,1678,electricity_and_heat_fuel_perc,New Zealand,26.97235334
1621,1679,electricity_and_heat_fuel_perc,Nicaragua,42.50559284
1622,1680,electricity_and_heat_fuel_perc,Niger,27.53623188
1623,1681,electricity_and_heat_fuel_perc,Nigeria,36.225918
1624,1682,electricity_and_heat_fuel_perc,Northern Mariana Islands,
1625,1683,electricity_and_heat_fuel_perc,Norway,37.07276736
1626,1684,electricity_and_heat_fuel_perc,Oman,37.5736377
1627,1685,electricity_and_heat_fuel_perc,Pakistan,30.54592068
1628,1686,electricity_and_heat_fuel_perc,Palau,
1629,1687,electricity_and_heat_fuel_perc,Panama,32.98429319
1630,1688,electricity_and_heat_fuel_perc,Papua New Guinea,
1631,1689,electricity_and_heat_fuel_perc,Paraguay,0
1632,1690,electricity_and_heat_fuel_perc,Peru,36.09226594
1633,1691,electricity_and_heat_fuel_perc,Philippines,46.12811937
1634,1692,electricity_and_heat_fuel_perc,Poland,55.88729609
1635,1693,electricity_and_heat_fuel_perc,Portugal,40.68877551
1636,1694,electricity_and_heat_fuel_perc,Puerto Rico,
1637,1695,electricity_and_heat_fuel_perc,Qatar,70.1690051
1638,1696,electricity_and_heat_fuel_perc,Romania,54.06674907
1639,1697,electricity_and_heat_fuel_perc,Russia,63.26913488
1640,1698,electricity_and_heat_fuel_perc,Rwanda,
1641,1699,electricity_and_heat_fuel_perc,Samoa,
1642,1700,electricity_and_heat_fuel_perc,San Marino,
1643,1701,electricity_and_heat_fuel_perc,Sao Tome and Principe,
1644,1702,electricity_and_heat_fuel_perc,Saudi Arabia,47.93814433
1645,1703,electricity_and_heat_fuel_perc,Senegal,34.54231434
1646,1704,electricity_and_heat_fuel_perc,Serbia,69.29070929
1647,1705,electricity_and_heat_fuel_perc,Seychelles,
1648,1706,electricity_and_heat_fuel_perc,Sierra Leone,
1649,1707,electricity_and_heat_fuel_perc,Singapore,60.02570694
1650,1709,electricity_and_heat_fuel_perc,Slovakia,41.36986301
1651,1710,electricity_and_heat_fuel_perc,Slovenia,40.82955282
1652,1711,electricity_and_heat_fuel_perc,Solomon Islands,
1653,1712,electricity_and_heat_fuel_perc,Somalia,
1654,1713,electricity_and_heat_fuel_perc,South Africa,69.12573151
1655,1714,electricity_and_heat_fuel_perc,South Sudan,
1656,1715,electricity_and_heat_fuel_perc,Spain,38.24773414
1657,1716,electricity_and_heat_fuel_perc,Sri Lanka,35.31015678
1658,1717,electricity_and_heat_fuel_perc,St. Kitts and Nevis,
1659,1718,electricity_and_heat_fuel_perc,Saint Lucia,
1660,1721,electricity_and_heat_fuel_perc,Sudan,15.68068425
1661,1722,electricity_and_heat_fuel_perc,Suriname,
1662,1723,electricity_and_heat_fuel_perc,Swaziland,
1663,1724,electricity_and_heat_fuel_perc,Sweden,24.3281471
1664,1725,electricity_and_heat_fuel_perc,Switzerland,9.14212548
1665,1726,electricity_and_heat_fuel_perc,Syria,51.62156976
1666,1727,electricity_and_heat_fuel_perc,Tajikistan,1.652892562
1667,1728,electricity_and_heat_fuel_perc,Tanzania,27.19546742
1668,1729,electricity_and_heat_fuel_perc,Thailand,44.06619172
1669,1730,electricity_and_heat_fuel_perc,Timor-Leste,
1670,1731,electricity_and_heat_fuel_perc,Togo,1.058201058
1671,1732,electricity_and_heat_fuel_perc,Tonga,
1672,1733,electricity_and_heat_fuel_perc,Trinidad and Tobago,68.1205036
1673,1734,electricity_and_heat_fuel_perc,Tunisia,37.41007194
1674,1735,electricity_and_heat_fuel_perc,Turkey,43.27750272
1675,1736,electricity_and_heat_fuel_perc,Turkmenistan,36.46151374
1676,1737,electricity_and_heat_fuel_perc,Turks and Caicos Islands,
1677,1739,electricity_and_heat_fuel_perc,Uganda,
1678,1740,electricity_and_heat_fuel_perc,Ukraine,49.29506906
1679,1741,electricity_and_heat_fuel_perc,United Arab Emirates,38.78039562
1680,1742,electricity_and_heat_fuel_perc,United Kingdom,44.91372826
1681,1743,electricity_and_heat_fuel_perc,United States,48.73329195
1682,1744,electricity_and_heat_fuel_perc,Uruguay,31.71745152
1683,1745,electricity_and_heat_fuel_perc,Uzbekistan,38.6855792
1684,1746,electricity_and_heat_fuel_perc,Vanuatu,
1685,1747,electricity_and_heat_fuel_perc,Venezuela,34.52742895
1686,1748,electricity_and_heat_fuel_perc,Vietnam,32.9091915
1687,1750,electricity_and_heat_fuel_perc,Palestine,
1688,1751,electricity_and_heat_fuel_perc,Yemen,35.01560874
1689,1752,electricity_and_heat_fuel_perc,Zambia,3.015075377
1690,1753,electricity_and_heat_fuel_perc,Zimbabwe,30.63380282
1691,1754,electricity_and_heat_fuel_perc,World,49.10429847
1692,1755,electricity_and_heat_fuel_perc,Low income,16.61699723
1693,1756,electricity_and_heat_fuel_perc,Lower middle income,46.73484049
1694,1757,electricity_and_heat_fuel_perc,Middle income,50.26296066
1695,1759,electricity_and_heat_fuel_perc,High income,47.96406193
1696,1760,gaseous_fuel_emissions_perc,Afghanistan,2.5142173
1697,1761,gaseous_fuel_emissions_perc,Albania,0.628436764
1698,1762,gaseous_fuel_emissions_perc,Algeria,46.63434027
1699,1763,gaseous_fuel_emissions_perc,American Samoa,
1700,1764,gaseous_fuel_emissions_perc,Andorra,0
1701,1765,gaseous_fuel_emissions_perc,Angola,4.727227845
1702,1766,gaseous_fuel_emissions_perc,Antigua and Barbuda,0
1703,1767,gaseous_fuel_emissions_perc,Argentina,48.760203
1704,1768,gaseous_fuel_emissions_perc,Armenia,75.75757576
1705,1769,gaseous_fuel_emissions_perc,Aruba,0
1706,1770,gaseous_fuel_emissions_perc,Australia,16.77398199
1707,1771,gaseous_fuel_emissions_perc,Austria,27.2369383
1708,1772,gaseous_fuel_emissions_perc,Azerbaijan,56.90486629
1709,1773,gaseous_fuel_emissions_perc,Bahamas,0
1710,1774,gaseous_fuel_emissions_perc,Bahrain,78.17584481
1711,1775,gaseous_fuel_emissions_perc,Bangladesh,66.69665232
1712,1776,gaseous_fuel_emissions_perc,Barbados,2.107728337
1713,1777,gaseous_fuel_emissions_perc,Belarus,62.17343451
1714,1778,gaseous_fuel_emissions_perc,Belgium,35.43002888
1715,1779,gaseous_fuel_emissions_perc,Belize,2.666666667
1716,1780,gaseous_fuel_emissions_perc,Benin,0
1717,1781,gaseous_fuel_emissions_perc,Bermuda,0
1718,1782,gaseous_fuel_emissions_perc,Bhutan,0
1719,1783,gaseous_fuel_emissions_perc,Bolivia,38.03457689
1720,1784,gaseous_fuel_emissions_perc,Bosnia and Herzegovina,2.19271155
1721,1785,gaseous_fuel_emissions_perc,Botswana,0
1722,1786,gaseous_fuel_emissions_perc,Brazil,11.49805139
1723,1787,gaseous_fuel_emissions_perc,Brunei,74.85886338
1724,1788,gaseous_fuel_emissions_perc,Bulgaria,12.21107395
1725,1789,gaseous_fuel_emissions_perc,Burkina Faso,0
1726,1790,gaseous_fuel_emissions_perc,Burundi,0
1727,1791,gaseous_fuel_emissions_perc,Cambodia,0
1728,1792,gaseous_fuel_emissions_perc,Cameroon,9.650259067
1729,1793,gaseous_fuel_emissions_perc,Canada,39.437407
1730,1794,gaseous_fuel_emissions_perc,Cape Verde,0
1731,1795,gaseous_fuel_emissions_perc,Cayman Islands,0
1732,1796,gaseous_fuel_emissions_perc,Central African Republic,0
1733,1797,gaseous_fuel_emissions_perc,Chad,0
1734,1799,gaseous_fuel_emissions_perc,Chile,13.17016855
1735,1800,gaseous_fuel_emissions_perc,China,2.657822572
1736,1801,gaseous_fuel_emissions_perc,Colombia,23.9443038
1737,1802,gaseous_fuel_emissions_perc,Comoros,0
1738,1803,gaseous_fuel_emissions_perc,Dem. Rep. Congo,0.428265525
1739,1804,gaseous_fuel_emissions_perc,"Congo, Rep.",12.56117455
1740,1805,gaseous_fuel_emissions_perc,Costa Rica,0
1741,1806,gaseous_fuel_emissions_perc,Cote d'Ivoire,46.47326507
1742,1807,gaseous_fuel_emissions_perc,Croatia,28.63514719
1743,1808,gaseous_fuel_emissions_perc,Cuba,5.451204573
1744,1810,gaseous_fuel_emissions_perc,Cyprus,0
1745,1811,gaseous_fuel_emissions_perc,Czech Republic,15.08523964
1746,1812,gaseous_fuel_emissions_perc,Denmark,21.08800291
1747,1813,gaseous_fuel_emissions_perc,Djibouti,0
1748,1814,gaseous_fuel_emissions_perc,Dominica,0
1749,1815,gaseous_fuel_emissions_perc,Dominican Republic,8.611157648
1750,1816,gaseous_fuel_emissions_perc,Ecuador,2.401724315
1751,1817,gaseous_fuel_emissions_perc,Egypt,43.89802358
1752,1818,gaseous_fuel_emissions_perc,El Salvador,0
1753,1819,gaseous_fuel_emissions_perc,Equatorial Guinea,57.83991228
1754,1820,gaseous_fuel_emissions_perc,Eritrea,0
1755,1821,gaseous_fuel_emissions_perc,Estonia,6.17381046
1756,1822,gaseous_fuel_emissions_perc,Ethiopia,0
1757,1823,gaseous_fuel_emissions_perc,Faroe Islands,0
1758,1824,gaseous_fuel_emissions_perc,Fiji,0
1759,1825,gaseous_fuel_emissions_perc,Finland,14.05423502
1760,1826,gaseous_fuel_emissions_perc,France,25.04085807
1761,1827,gaseous_fuel_emissions_perc,French Polynesia,0
1762,1828,gaseous_fuel_emissions_perc,Gabon,14.26229508
1763,1829,gaseous_fuel_emissions_perc,Gambia,0.869565217
1764,1830,gaseous_fuel_emissions_perc,Georgia,42.20989367
1765,1831,gaseous_fuel_emissions_perc,Germany,21.85145155
1766,1832,gaseous_fuel_emissions_perc,Ghana,15.71480538
1767,1833,gaseous_fuel_emissions_perc,Greece,10.82460733
1768,1834,gaseous_fuel_emissions_perc,Greenland,0
1769,1835,gaseous_fuel_emissions_perc,Grenada,0
1770,1836,gaseous_fuel_emissions_perc,Guam,
1771,1837,gaseous_fuel_emissions_perc,Guatemala,0
1772,1838,gaseous_fuel_emissions_perc,Guinea,0
1773,1839,gaseous_fuel_emissions_perc,Guinea-Bissau,0
1774,1840,gaseous_fuel_emissions_perc,Guyana,0
1775,1841,gaseous_fuel_emissions_perc,Haiti,0
1776,1842,gaseous_fuel_emissions_perc,Honduras,0
1777,1843,gaseous_fuel_emissions_perc,Hong Kong,12.81981244
1778,1844,gaseous_fuel_emissions_perc,Hungary,44.17725348
1779,1845,gaseous_fuel_emissions_perc,Iceland,0
1780,1846,gaseous_fuel_emissions_perc,India,4.40833052
1781,1847,gaseous_fuel_emissions_perc,Indonesia,14.12028609
1782,1848,gaseous_fuel_emissions_perc,Iran,50.03594491
1783,1849,gaseous_fuel_emissions_perc,Iraq,8.579345917
1784,1850,gaseous_fuel_emissions_perc,Ireland,26.13867426
1785,1851,gaseous_fuel_emissions_perc,Isle of Man,
1786,1852,gaseous_fuel_emissions_perc,Israel,13.51337096
1787,1853,gaseous_fuel_emissions_perc,Italy,36.72305453
1788,1854,gaseous_fuel_emissions_perc,Jamaica,0
1789,1855,gaseous_fuel_emissions_perc,Japan,19.28077634
1790,1856,gaseous_fuel_emissions_perc,Jordan,8.978583196
1791,1857,gaseous_fuel_emissions_perc,Kazakhstan,28.23361305
1792,1858,gaseous_fuel_emissions_perc,Kenya,0
1793,1859,gaseous_fuel_emissions_perc,Kiribati,0
1794,1860,gaseous_fuel_emissions_perc,Dem. Rep. Korea,0
1795,1861,gaseous_fuel_emissions_perc,Korea,16.15983775
1796,1862,gaseous_fuel_emissions_perc,Kosovo,
1797,1863,gaseous_fuel_emissions_perc,Kuwait,36.12632936
1798,1864,gaseous_fuel_emissions_perc,Kyrgyzstan,9.645232816
1799,1865,gaseous_fuel_emissions_perc,Lao PDR,0
1800,1866,gaseous_fuel_emissions_perc,Latvia,37.84673249
1801,1867,gaseous_fuel_emissions_perc,Lebanon,0
1802,1868,gaseous_fuel_emissions_perc,Lesotho,0
1803,1869,gaseous_fuel_emissions_perc,Liberia,0
1804,1870,gaseous_fuel_emissions_perc,Libya,26.07837609
1805,1871,gaseous_fuel_emissions_perc,Liechtenstein,100
1806,1872,gaseous_fuel_emissions_perc,Lithuania,45.316253
1807,1873,gaseous_fuel_emissions_perc,Luxembourg,21.83480027
1808,1874,gaseous_fuel_emissions_perc,Macao,12.26415094
1809,1875,gaseous_fuel_emissions_perc,Macedonia,2.710133543
1810,1876,gaseous_fuel_emissions_perc,Madagascar,0
1811,1877,gaseous_fuel_emissions_perc,Malawi,0
1812,1878,gaseous_fuel_emissions_perc,Malaysia,28.72763904
1813,1879,gaseous_fuel_emissions_perc,Maldives,0
1814,1880,gaseous_fuel_emissions_perc,Mali,0
1815,1881,gaseous_fuel_emissions_perc,Malta,0
1816,1882,gaseous_fuel_emissions_perc,Marshall Islands,0
1817,1883,gaseous_fuel_emissions_perc,Mauritania,0
1818,1884,gaseous_fuel_emissions_perc,Mauritius,0
1819,1885,gaseous_fuel_emissions_perc,Mexico,27.60534155
1820,1886,gaseous_fuel_emissions_perc,Micronesia,0
1821,1887,gaseous_fuel_emissions_perc,Moldova,38.51251841
1822,1888,gaseous_fuel_emissions_perc,Monaco,
1823,1889,gaseous_fuel_emissions_perc,Mongolia,0
1824,1890,gaseous_fuel_emissions_perc,Montenegro,0
1825,1891,gaseous_fuel_emissions_perc,Morocco,2.918666494
1826,1892,gaseous_fuel_emissions_perc,Mozambique,9.05027933
1827,1893,gaseous_fuel_emissions_perc,Myanmar,52.68703899
1828,1894,gaseous_fuel_emissions_perc,Namibia,0
1829,1895,gaseous_fuel_emissions_perc,Nepal,0
1830,1896,gaseous_fuel_emissions_perc,Netherlands,46.62563297
1831,1897,gaseous_fuel_emissions_perc,New Caledonia,0
1832,1898,gaseous_fuel_emissions_perc,New Zealand,25.00880592
1833,1899,gaseous_fuel_emissions_perc,Nicaragua,0
1834,1900,gaseous_fuel_emissions_perc,Niger,0
1835,1901,gaseous_fuel_emissions_perc,Nigeria,20.89148094
1836,1902,gaseous_fuel_emissions_perc,Northern Mariana Islands,
1837,1903,gaseous_fuel_emissions_perc,Norway,24.83691713
1838,1904,gaseous_fuel_emissions_perc,Oman,65.14192016
1839,1905,gaseous_fuel_emissions_perc,Pakistan,42.64593709
1840,1906,gaseous_fuel_emissions_perc,Palau,0
1841,1907,gaseous_fuel_emissions_perc,Panama,0
1842,1908,gaseous_fuel_emissions_perc,Papua New Guinea,5.820476858
1843,1909,gaseous_fuel_emissions_perc,Paraguay,0
1844,1910,gaseous_fuel_emissions_perc,Peru,27.84687673
1845,1911,gaseous_fuel_emissions_perc,Philippines,9.309188464
1846,1912,gaseous_fuel_emissions_perc,Poland,9.265530194
1847,1913,gaseous_fuel_emissions_perc,Portugal,20.56047198
1848,1914,gaseous_fuel_emissions_perc,Puerto Rico,
1849,1915,gaseous_fuel_emissions_perc,Qatar,79.11074192
1850,1916,gaseous_fuel_emissions_perc,Romania,29.9818449
1851,1917,gaseous_fuel_emissions_perc,Russia,49.57003728
1852,1918,gaseous_fuel_emissions_perc,Rwanda,0
1853,1919,gaseous_fuel_emissions_perc,Samoa,0
1854,1920,gaseous_fuel_emissions_perc,San Marino,
1855,1921,gaseous_fuel_emissions_perc,Sao Tome and Principe,0
1856,1922,gaseous_fuel_emissions_perc,Saudi Arabia,30.83992924
1857,1923,gaseous_fuel_emissions_perc,Senegal,0.466635558
1858,1924,gaseous_fuel_emissions_perc,Serbia,8.857078953
1859,1925,gaseous_fuel_emissions_perc,Seychelles,0
1860,1926,gaseous_fuel_emissions_perc,Sierra Leone,0
1861,1927,gaseous_fuel_emissions_perc,Singapore,74.55379073
1862,1929,gaseous_fuel_emissions_perc,Slovakia,30.89396202
1863,1930,gaseous_fuel_emissions_perc,Slovenia,10.97357772
1864,1931,gaseous_fuel_emissions_perc,Solomon Islands,0
1865,1932,gaseous_fuel_emissions_perc,Somalia,0
1866,1933,gaseous_fuel_emissions_perc,South Africa,1.82181413
1867,1934,gaseous_fuel_emissions_perc,South Sudan,
1868,1935,gaseous_fuel_emissions_perc,Spain,24.53193161
1869,1936,gaseous_fuel_emissions_perc,Sri Lanka,0
1870,1937,gaseous_fuel_emissions_perc,St. Kitts and Nevis,0
1871,1938,gaseous_fuel_emissions_perc,Saint Lucia,0
1872,1941,gaseous_fuel_emissions_perc,Sudan,0
1873,1942,gaseous_fuel_emissions_perc,Suriname,0.383877159
1874,1943,gaseous_fuel_emissions_perc,Swaziland,0
1875,1944,gaseous_fuel_emissions_perc,Sweden,5.091420534
1876,1945,gaseous_fuel_emissions_perc,Switzerland,16.70340681
1877,1946,gaseous_fuel_emissions_perc,Syria,26.13340116
1878,1947,gaseous_fuel_emissions_perc,Tajikistan,28.72200264
1879,1948,gaseous_fuel_emissions_perc,Tanzania,22.19989955
1880,1949,gaseous_fuel_emissions_perc,Thailand,25.43817237
1881,1950,gaseous_fuel_emissions_perc,Timor-Leste,0
1882,1951,gaseous_fuel_emissions_perc,Togo,0
1883,1952,gaseous_fuel_emissions_perc,Tonga,0
1884,1953,gaseous_fuel_emissions_perc,Trinidad and Tobago,89.43708854
1885,1954,gaseous_fuel_emissions_perc,Tunisia,41.02674103
1886,1955,gaseous_fuel_emissions_perc,Turkey,26.26122934
1887,1956,gaseous_fuel_emissions_perc,Turkmenistan,70.28349148
1888,1957,gaseous_fuel_emissions_perc,Turks and Caicos Islands,0
1889,1959,gaseous_fuel_emissions_perc,Uganda,0
1890,1960,gaseous_fuel_emissions_perc,Ukraine,37.4889501
1891,1961,gaseous_fuel_emissions_perc,United Arab Emirates,67.14400181
1892,1962,gaseous_fuel_emissions_perc,United Kingdom,35.87106802
1893,1963,gaseous_fuel_emissions_perc,United States,24.87915059
1894,1964,gaseous_fuel_emissions_perc,Uruguay,1.886792453
1895,1965,gaseous_fuel_emissions_perc,Uzbekistan,83.54882993
1896,1966,gaseous_fuel_emissions_perc,Vanuatu,0
1897,1967,gaseous_fuel_emissions_perc,Venezuela,31.49870851
1898,1968,gaseous_fuel_emissions_perc,Vietnam,9.406160686
1899,1970,gaseous_fuel_emissions_perc,Palestine,0
1900,1971,gaseous_fuel_emissions_perc,Yemen,7.993421053
1901,1972,gaseous_fuel_emissions_perc,Zambia,0
1902,1973,gaseous_fuel_emissions_perc,Zimbabwe,0
1903,1974,gaseous_fuel_emissions_perc,World,42.30077257
1904,1975,gaseous_fuel_emissions_perc,Low income,1.436356919
1905,1976,gaseous_fuel_emissions_perc,Lower middle income,16.15778226
1906,1977,gaseous_fuel_emissions_perc,Middle income,15.10591327
1907,1979,gaseous_fuel_emissions_perc,High income,26.02479261
2120,2200,liquid_fuel_emissions_perc,Afghanistan,62.16701586
2121,2201,liquid_fuel_emissions_perc,Albania,80.51846033
2122,2202,liquid_fuel_emissions_perc,Algeria,38.61699244
2123,2203,liquid_fuel_emissions_perc,American Samoa,
2124,2204,liquid_fuel_emissions_perc,Andorra,100
2125,2205,liquid_fuel_emissions_perc,Angola,46.21081215
2126,2206,liquid_fuel_emissions_perc,Antigua and Barbuda,100
2127,2207,liquid_fuel_emissions_perc,Argentina,45.78083091
2128,2208,liquid_fuel_emissions_perc,Armenia,18.99482631
2129,2209,liquid_fuel_emissions_perc,Aruba,100
2130,2210,liquid_fuel_emissions_perc,Australia,30.42190823
2131,2211,liquid_fuel_emissions_perc,Austria,49.0411113
2132,2212,liquid_fuel_emissions_perc,Azerbaijan,31.29110039
2133,2213,liquid_fuel_emissions_perc,Bahamas,99.61538462
2134,2214,liquid_fuel_emissions_perc,Bahrain,20.11889862
2135,2215,liquid_fuel_emissions_perc,Bangladesh,22.86191608
2136,2216,liquid_fuel_emissions_perc,Barbados,88.29039813
2137,2217,liquid_fuel_emissions_perc,Belarus,31.09540636
2138,2218,liquid_fuel_emissions_perc,Belgium,49.07917933
2139,2219,liquid_fuel_emissions_perc,Belize,98
2140,2220,liquid_fuel_emissions_perc,Benin,91.98529412
2141,2221,liquid_fuel_emissions_perc,Bermuda,100
2142,2222,liquid_fuel_emissions_perc,Bhutan,65.35947712
2143,2223,liquid_fuel_emissions_perc,Bolivia,52.5022748
2144,2224,liquid_fuel_emissions_perc,Bosnia and Herzegovina,18.62260655
2145,2225,liquid_fuel_emissions_perc,Botswana,56.64652568
2146,2226,liquid_fuel_emissions_perc,Brazil,65.80126681
2147,2227,liquid_fuel_emissions_perc,Brunei,18.8934889
2148,2228,liquid_fuel_emissions_perc,Bulgaria,20.97361576
2149,2229,liquid_fuel_emissions_perc,Burkina Faso,99.24098672
2150,2230,liquid_fuel_emissions_perc,Burundi,94.73684211
2151,2231,liquid_fuel_emissions_perc,Cambodia,90.86460033
2152,2232,liquid_fuel_emissions_perc,Cameroon,81.54145078
2153,2233,liquid_fuel_emissions_perc,Canada,42.91508985
2154,2234,liquid_fuel_emissions_perc,Cape Verde,100
2155,2235,liquid_fuel_emissions_perc,Cayman Islands,100
2156,2236,liquid_fuel_emissions_perc,Central African Republic,100
2157,2237,liquid_fuel_emissions_perc,Chad,100
2158,2239,liquid_fuel_emissions_perc,Chile,57.72338952
